gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
prpf3	2411	1981	1731	1109	2009	1659
prpf31	2398	1971	1710	1168	2167	1588
prpf38a	1251	1062	796	804	1366	974
prpf38b	2107	1842	1498	1415	1970	1890
prpf39	6539	5984	4821	3755	4825	4701
prpf4	1401	1224	991	719	1328	966
prpf40a	5517	5029	3935	3001	4349	3949
prpf4ba	1003	942	710	503	925	649
prpf4bb	3432	2965	2305	1852	2842	2609
prpf6	5605	5193	4101	2584	4286	3547
prpf8	24253	22033	17345	12229	18692	16555
prph	909	849	607	428	779	648
prph2a	106	69	40	9	28	14
prph2b	131	103	70	10	39	34
prph2l	154	118	112	15	58	39
prps1a	5628	5848	4247	6765	8223	7905
prps1b	1081	1018	752	737	1323	1004
prpsap1	357	334	285	252	394	319
prpsap2	1714	1603	1151	1211	1869	1639
prr15la	104	81	86	57	91	90
prr15lb	27	19	23	14	34	13
prr16	36	24	35	24	43	33
prr5	705	656	507	339	509	451
prrc1	2457	2236	1867	1189	1649	1402
prrc2a	10982	10192	7683	5344	4377	6115
prrg1	631	626	485	282	504	489
prrg2	442	352.001	318	320.999	462	406
prrg4	575	560	406	254	464	352
prrx1a	1631	1424	1197	1164	1830	1094
prrx1b	1522	1346	1036	928	1467	1230
prss16	543	482	401	337	494	329
prss35	4223	3612	2986	1858	3297	2353
prss59.1	2	1	0	0	0	0
prss59.2	23	22	9	0	15	0
prtfdc1	822	701	532	432	797	745
prune	265	266	203	125	205	183
prune2	611	491	398	202	413	295
psap	13261	13806	10512	8863	10675	14466
psat1	4294	3865	2702	3056	5632	4523
psen1	2789	2639	2272	1471	2097	1291
psen2	1057	947	784	499	737	730
psenen	1504	1435	1083	958	1769	1307
psip1	548	472	343	280	598	397
pskh1	384	334	300	274	387	336
psma1	4243	3697	3045	2283	3657	2665
psma2	2771	2394	1922	1287	2213	1559
psma3	5982	5154	4002	2896	5691	3620
psma4	5176	4249	3613	2637	5015	3485
psma5	6830	5751	4348	2884	6081	3790
psma6a	2933	2555	2043	1480	2692	1869
psma6b	1811	1589	1288	908	1673	1169
psma6l	48	38	19	11	21	17
psma8	7822	6745	5637	3650	7251	5126
psmb1	5768	4993	3754	2799	5271	3989
psmb10	0	1	2	1	1	0
psmb11b	0	0	0	0	0	0
psmb12	10	14	8	10	22	5
psmb2	2993	2581	2004	1566	2589	1936
psmb3	5556	4822	3787	2639	5131	3316
psmb4	6760	6035	4626	3379	6421	4109
psmb5	8119	7296	5966	3694	6966	4737
psmb6	2585	2314	1889	1349	2234	1688
psmb7	7904	6887	5539	4046	7481	5036
psmb8a	2	1	1	2	1	3
psmb9a	15	10	7	9	17	9
psmc1a	6594	5894	4548	3053	6611	4650
psmc1b	3813	3352	2700	1312	2930	1722
psmc2	7088	6126	4901	3201	6868	4222
psmc3	7915	6953	5320	3478	7385	4554
psmc3ip	185	149	113	128	196	143
psmc4	8378	7244	5732	3781	7407	4826
psmc5	7964	7122	5346	3400	6733	4463
psmc6	8567	7010	5491	3922	7805	4876
psmd1	12280	11091	9390	5039	6418	6332
psmd10	604	469	410	405	693	397
psmd11a	3454	3036	2337	1797	3436	2317
psmd11b	4354	3761	2938	2212	3708	2527
psmd12	6514	5534	4297	2966	6742	3818
psmd13	4702	4016	3160	2150	4056	2857
psmd14	3725	3196	2642	1868	3580	2394
psmd3	5308	4780	4323	2980	5077	3572
psmd4a	3400	2978	2332	1617	3412	2198
psmd4b	5012	4393	3338	2176	4762	2665
psmd5	1319	1256	1030	574	1105	725
psmd6	7969	7055	5376	3759	7329	5010
psmd7	5506	4585	3770	2668	5765	3482
psmd8	6808	5598	4433	3131	6661	3729
psmd9	581	561	376	387	637	526
psme1	102	74	54	25	100	36
psme2	154.505	142.463	94.754	55.129	160.021	90.957
psme3	2611.554	2250.521	1633.91	1493.142	3077.394	1936.389
psme4b	5774	5109	4185	1745	2891	2422
psmf1	546	480	377	257	537	345
psmg1	836	739	614	585	921	704
psmg2	771	702	519	442	653	531
psmg3	712	580	496	447	677	583
pspc1	2719	2432	1900	1550	2885	2436
psph	1084.296	1131.572	750.68	539.489	696.824	1103.373
pstpip1a	11	17	15	8	12	15
pstpip1b	3	4	5	2	3	4
ptar1	486	407	328	229	329	354
ptbp1a	5570	4989	3906	3002	4911	3543
ptbp1b	6628	6231	4796	3763	6469	4417
ptbp2a	761	735	555	378	637	535
ptbp2b	6607	6200	5043	3595	5438	4503
ptcd2	239	199	169	117	214	138
ptcd3	1840	1549	1269	762	1654	1057
ptch1	4813	4872	3794	1614	1345	1788
ptch2	4163	4891	3349	2020	2439	2324
ptchd4	139	135	102	63	80	97
ptdss1a	983	879	814	420	683	591
ptena	3399	3010	2483	1459	2003	1917
ptenb	3844	3218	2787	2038	2932	3007
pter	218	204	133	129	177	167
ptf1a	252	270	177	171	190	231
ptgdsa	306	279	195	160	257	193
ptgdsb	2981.686	2729.081	2185.13	1840.959	2540.59	2508.485
ptger1a	73	87	67	33	59	44
ptger1b	40	31	28	26	32	27
ptger1c	1	7	2	0	2	0
ptger2a	153	134	90	61	108	88
ptger2b	20	21	16	6	13	16
ptger4a	12	14	9	2	1	2
ptger4b	107	118	89	84	103	110
ptger4c	14	9	12	9	12	19
ptges	266	216	164	104	273	180
ptges3a	4022	3495	2684	2879	5694	3941
ptges3b	5103	4281	3336	3156	6275	3765
ptgesl	1669	1386	1128	772	1657	959
ptgfr	3	2	2	0	0	2
ptgis	423	323	259	135	362	193
ptgr1	1047	909	709	1014	1394	715
ptgr2	247	223	182	154	229	229
ptgs1	513	530	363	262	466	537
ptgs2a	1888	2297	1352	538	1257	802
ptgs2b	214	271	205	174	234	351
pth1a	11	9	6	15	17	35
pth1b	10	19	7	12	12	9
pth1ra	91	89	81	28	47	42
pth1rb	328	311	241	148	169	185
pth2	49	33	31	25	49	26
pth2r	24	13	21	6	18	13
pthlha	57	53	46	11	32	21
ptk2aa	2179	2238	1719	983	942	1153
ptk2ab	1966	1829	1375	960	1452	1402
ptk2bb	1475	1383	1072	763	1147	1015
ptk6b	32	23	16	10	33	37
ptk7a	494	490	434	224	235	247
ptmaa	30957	26556	21077	21603	40384	29624
ptn	2706	2261	1825	933	1825	1451
ptp4a1	14939	12568	10356	6329	13128	8976
ptp4a2a	3665	2744	2177	2430	4299	3228
ptp4a2b	5074	4723	3814	2725	4667	3581
ptp4a3	4026	3610	2585	1378	2769	1986
ptpdc1a	891	716	585	350	672	451
ptplad2	59	85	51	75	113	95
ptpmt1	376	322	255	191	352	249
ptpn1	2070	1898	1464	1357	2164	1900
ptpn11a	1804	1644	1348	863	1603	1317
ptpn11b	567	512	393	199	361	211
ptpn12	590	528	501	300	283	329
ptpn13	3960	3910	2918	1507	1742	1772
ptpn18	28	45	21	8	16	13
ptpn22	280	252	171	132	254	222
ptpn23a	4662	3951	3330	1724	1662	2143
ptpn23b	907	930	723	425	654	521
ptpn2a	423	341	289	187	347	267
ptpn2b	1323	1285	945	795	1393	1104
ptpn4a	1387	1324	994	531	752	716
ptpn4b	1113	1023	824	471	715	695
ptpn6	207	197	134	131	220	187
ptpra	3316	3108	2531	1356	1957	1838
ptprdb	1640	1502	1307	561	766	744
ptpreb	1456	1247	1014	408	973	700
ptprfb	12571	11884	9427	4505	4356	5501
ptprja	144	125	118	51	55	55
ptprma	403	408	327	135	123	151
ptprn2	2591	2363	1727	1408	2417	1959
ptprna	1816	1559	1286	650	692	906
ptpro	6970	6411	5519	3579	3166	3995
ptprub	1501	1247	1048	410	438	513
ptrfb	3146	3044	2411	1101	1968	1503
ptrh1	175	138	131	135	261	235
ptrh2	430	346	284	274	508	304
ptrhd1	291	246	203	187	340	263
pts	984	891	806	1070	1022	927
pttg1	295	293	228	174	239	171
pttg1ipb	676	657	517	293	520	353
puf60a	3770	3260	2747	2515	3531	2974
puf60b	5514	4902	4174	3201	4547	4159
pum1	9072	8505	6890	3570	2665	3758
pum2	2116	1970	1650	786	968	1020
pura	288	290	219	143	206	180
purba	2031.937	1847.14	1534.248	618.358	919.607	775.485
purbb	1101	1099	1008	420	579	499
pus1	382	317	248	299	388	343
pus10	538	460	396	290	564	400
pus3	225	192	166	142	207	190
pus7	1141	944	802	385	584	479
pus7l	317	253	202	94	248	160
pvalb1	235209	216793	183996	77555	212561	110186
pvalb2	289940	238789	191639	89653	237925.998	126475.998
pvalb3	1225	1089	863	212	402.002	230.002
pvalb4	17497	16315	12420	3719	11214	4876
pvalb5	1749	1481	1114	933	1425	1551
pvalb6	544	440	354	159	365	262
pvalb7	217	187	160	70	205	83
pvalb8	1994	1704	1323	914	1984	1217
pvalb9	8793	8168	5539	5051	6915	6927
pvrl1a	187	158	134	64	72	66
pvrl1b	1523	1431	1130	773	1011	1039
pvrl2l	431	393	291	165	272	236
pvrl3b	506	499	396	256	404	336
pwp1	1573	1424	1018	679	1354	851
pwp2h	2052	1711	1411	809	1871	1124
pxk	1610	1486	1115	669	1289	835
pxmp2	156	98	101	49	107	55
pxna	2735	2746	2190	1160	1821	1497
pxylp1	846	614	551	315	446	392
pycard	1780	1569	1222	897	1664	1185
pycr1a	431	345	269	45	76	132
pycr1b	1781	1749	1440	780	1096	1133
pycrl	259	223	190	117	229	184
pygb	2033	1692	1337	1147	1882	1404
pygl	2398	1914	1606	1738	2139	1818
pygma	9399	8529	6753	3548	7117	3205
pygmb	2809	2106	1764	617	1173	824
pygo1	33	30	21	12	25	30
pygo2	3234	2646	2287	1692	1876	2134
pyroxd2	539	427	338	242	328	217
pyya	510	493	358	413	669	547
qars	1631	1484	1150	804	1258	1448
qdpra	636	595	507	244	391	266
qdprb1	345	251	213	183	336	342
qdprb2	0	0	0	2	0	0
qki2	1254	1219	1183	490	557	562
qkia	5575	5089	4500	2053	2607	2212
qpctla	631	553	445	445	794	629
qrich1	3886	3567	2942	1913	2770	2735
qrsl1	488	431	304	135	351	200
qsox1	2422	2297	1864	1432	1827	1887
qtrt1	334	363	246	133	253	232
qtrtd1	366	328	262	202	384	246
quo	3063	3062	2316	1019	1883	1692
r3hdm4	1956	1587	1298	1018	1579	1511
rab10	5344	4763	3789	2958	5582	4281
rab11a	6858	5848	5203	3111	4775	4106
rab11al	677	657	523	435	844	538
rab11ba	2409	2036	1767	1362	2027	1618
rab11bb	1075	969	713	441	793	824
rab11fip3	748	696	582	353	470	499
rab11fip4a	1154	1044	827	489	865	788
rab11fip4b	131	103	79	51	124	85
rab12	380	379	294	158	281	254
rab13	1205	976	762	671	1388	887
rab14	6638	5741	4725	3723	6227	5023
rab14l	2764	2292	1915	1296	2363	1803
rab15	602	494	392	359	648	543
rab18a	1699	1601	1290	941	1737	1357
rab18b	1299	1156	939	642	1228	938
rab1ab	5608	5070	4152	3393	5289	4198
rab1ba	8614	7696	6442	3664	6325	4796
rab1bb	1350	1134	918	874	1386	1168
rab20	325	273	214	166	270	257
rab22a	373	357	259	179	302	250
rab23	534	438	413	216	414	298
rab24	701	589	464	288	539	393
rab25a	935	777	586	531	881	621
rab25b	123	80	73	67	136	88
rab27a	706	726	527	390	590	558
rab2a	13749	12253	9882	6985	12913	9370
rab30	680	623	476	356	730	494
rab32a	446	453	346	230	445	301
rab33a	274	228	233	121	229	188
rab33b	380	294	271	160	249	215
rab33ba	0	0	0	0	0	0
rab34a	601.011	559.447	464.935	320	580.885	444
rab35b	773	771	568	356	669	506
rab36	92	89	54	44	89	56
rab39ba	731	593	471	279	560	479
rab39bb	635	613	462	277	512	423
rab3aa	1274	1089	802	325	782	537
rab3ab	782	697	521	218	345	285
rab3c	1074	918	758	457	677	579
rab3da	184	150	114	95	149	117
rab3db	179	162	106	88	104	82
rab3gap1	869	755	640	384	350	533
rab3gap2	1940	1741	1412	704	974	1076
rab3ip	2108	1751	1487	903	1408	1315
rab40b	492	407	319	197	357	322
rab40c	3123	2752	2123	1763	2348	2498
rab41	4184	3644	2972	2069	3593	2805
rab42a	461	456	380	213	436	298
rab42b	87	77	63	57	121	95
rab43	1726	1591	1287	968	1693	1253
rab4a	820	722	587	364	653	560
rab4b	295	318	253	153	283	213
rab5aa	4884	4422	3630	2415	3861	3229
rab5ab	1313	1180	1024	767	1214	982
rab5b	1508	1298	996	600	1098	779
rab5c	6030	5511	4393	3092	4411	3920
rab6a	2264	2047	1494	979	2060	1477
rab6b	1276	1012	854	562	1144	817
rab7	3809	3536	2753	1802	2597	2294
rab8a	1199	1050	833	479	1031	701
rab8b	585	543	363	313	575	426
rab9a	304	302	235	148	225	169
rabac1	2200	1859	1488	830	1666	1359
rabep1	1521	1412	1112	659	1033	933
rabep2	471	449	318	268	400	365
rabepk	222	173	140	158	279	238
rabgef1	1894	1710	1301	860	1425	1129
rabgef1l	238	238	169	92	86	123
rabggta	1181	1026	791	733	1018	885
rabggtb	1199	941	778	743	1578	867
rabif	1094	991.999	638	586	946.999	702
rabl2	802	640	551	450	821	527
rabl3	307	250	190	115	197	176
rac1a	5238	4722	3473	2997	4961	5340
rac1b	1782	1717	1324	782	1305	1063
rac2	1483	1313	989	734	1409	969
rac3a	1802	1484	1233	808	1622	1271
rac3b	3292	2869	2288	1409	3093	2378
racgap1	1341	1239	1040	641	995	924
rad1	301	281	205	204	296	325
rad17	732	657	458	372	687	549
rad18	593	684	440	345	653	479
rad21a	21673	21156	16298	11204	17866	15746
rad21b	917	746	632	293	450	464
rad21l1	10	5	6	15	26	7
rad23aa	1458	1444	1203	714	894	868
rad23ab	350	290	265	137	298	194
rad23b	5752	4963	4007	3100	4526	3917
rad51	792	698	514	379	666	476
rad51ap1	379	327	241	149	288	222
rad51b	118	114	70	60	120	45
rad51c	117	98	79	50	57	73
rad51d	125	93	80	51	102	63
rad52	168	149	112	126	185	187
rad54l	634	606	495	314	555	427
radil	605	511	428	162	181	187
rae1	2679	2205	1604	1449	2671	1869
raf1a	447	478	318	180	310	286
raf1b	1095	1022	774	495	579	649
rag1	70	58	64	19	41	48
rag2	83	76	58	12	42	23
rai14	1692	1499	1191	796	1344	1078
ralaa	1272	1089	848	715	1325	972
ralab	1667	1533	1165	702	1354	973
ralba	820	767	539	469	849	592
ralbb	709	632	501	400	616	554
ralbp1	883	836	660	314	515	490
ralgapa1	3350	3408	2631	1851	1686	2234
ralgps1	455	386	340	97	252	199
ralgps2	441	453	363	170	266	203
raly	608	558	458	222	531	350
ramp2	920	766	592	394	737	519
ran	29814	27899	20418	20205	34379	27374
ranbp1	7560	7035	5585	4914	9263	6099
ranbp10	1324	1201	997	394	661	595
ranbp3a	432	393	349	171	314	298
ranbp3b	2575	2346	1910	1223	1393	1327
ranbp9	1878	1706	1375	752	1158	993
rangap1a	1590	1616	1175	1126	1577	1426
rangap1b	2227	2049	1518	1196	2217	1592
rangrf	149	117	95	63	130	101
rap1aa	3517	3029	2397	2124	3605	2647
rap1ab	1315	1093	850	715	1363	951
rap1b	4301	3857	2990	2155	4346	2938
rap1gap	718	606	496	316	564	438
rap1gap2a	213	187	148	70	158	85
rap1gap2b	93	73	71	24	42	46
rap2ab	78	70	59	17	30	27
rap2b	1319	1320	1265	1157	1239	1261
rap2c	1718	1368	1237	915	1150	1056
rapgef1b	602	589	464	264	374	375
rapgef5b	39	47	32	17	27	29
raph1b	2613	2390	2070	1041	868	1096
rapsn	736	631	568	164	437	274
raraa	1387	1289	979	634	772	807
rarab	2321	2465	1716	1263	1842	1713
rarga	3778	3540	2847	1423	2074	2027
rargb	186	181	135	74	90	101
rars	2075	1953	1492	1231	2466	1627
rars2	155	145	117	117	170	158
rasa4	361	337	198	123	225	266
rasd1	1459	1588	1146	593	785	753
rasgef1ba	1728	1862	1247	852	1530	1223
rasgef1bb	912	930	653	468	981	651
rasgrf2b	116	111	110	63	68	58
rasgrp3	331	295	256	109	196	174
rasgrp4	631	566	398	235	479	351
rasip1	475	481	338	179	194	237
rasl10a	45	30	30	14	25	19
rasl11a	222	217	182	137	221	165
rasl11b	484	481	355	235	426	304
rasl12	97	48	48	14	36	17
rassf1	1059	935	747	570	881	822
rassf2a	947	890	701	557	909	808
rassf2b	34	26	27	18	31	26
rassf4	518	394	299	187	432	325
rassf6	453	396	323	213	404	361
rassf7b	392	316	272	163	325	241
rassf8b	833	768	569	227	532	331
raver1	1044	974	710	787	527	701
rb1	1766	1694	1331	1327	1826	1559
rbb4l	4610	4323	3307	3250	5038	4104
rbbp4	11341	10103	7760	7119	12407	9132
rbbp5	1870	1730	1448	1065	969	1129
rbbp6	6372	5721	4653	3473	4899	4348
rbbp8	361	297	222	202	348	268
rbbp9	1112	971	682	666	1276	956
rbck1	233	213	141	163	257	187
rbfa	228	185	133	136	214	167
rbfox1	2301	1948	1692	775	1221	1169
rbfox1l	1723	1504	1363	531	984	703
rbfox2	8580	7656	6330	4092	3948	4382
rbks	214	172	122	118	206	161
rbl1	972	907	687	682	918	876
rbm12	4522	3608	3053	2552	4144	3569
rbm12b	1534	1158	994	1223	1531	1572
rbm14a	3660	3536	2607	1882	1640	2196
rbm14b	2372	2232	1872	1115	1257	1463
rbm15b	1296	1245	956	926	661	1033
rbm17	1443	1277	1049	789	1532	1184
rbm18	741	643	541	417	726	538
rbm19	1038	901	695	517	1038	751
rbm22	3219	2884	2303	1895	2414	2158
rbm24a	426	342	323	188	267	233
rbm24b	371	360	279	80	258	174
rbm25b	3661	3388	2832	1726	2478	2008
rbm28	1772	1539	1189	1007	2021.191	1467
rbm34	736	669	498	327	650.003	487
rbm38	1162	1074	850	599	816	759
rbm39a	7425	7186	5336	3420	6273	5017
rbm39b	3987	3498	2871	1808	2861	2467
rbm4.1	1212	899	818	1555	1832	2043
rbm4.2	1351	1131	957	1446	1264	1819
rbm4.3	6645	6166	4621	4949	4075	5015
rbm41	159	155	106	125	212	148
rbm42	1215	1099	825	705	1061	867
rbm45	30	22	16	61	40	72
rbm46	5	2	2	1	3	3
rbm47	3422	3125	2415	1569	2334	2085
rbm48	336	320	262	171	231	201
rbm5	4643	4236	3429	2182	2908	3087
rbm7	1058	996	743	652	1045	877
rbm8a	7224	6174	4637	3336	6537	4264
rbms2b	1963	1768	1464	676	1312	876
rbms3	669	704	616	275	400	357
rbmx	4078	3537	2981	2701	3655	3277
rbmx2	321	232	208	235	389	338
rbp1	6	5	9	1	6	8
rbp2a	1216	876	738	564	1262	455
rbp2b	2465	1866	1398	1265	2705	1198
rbp4	33474	28886	22582	9692	25690	14694
rbp4l	778	674	541	259	481	422
rbp5	2089	1906	1433	1071	1711	1698
rbp7b	81	65	58	10	51	26
rbpja	2097	1951	1476	1210	1844	1525
rbpjb	630	742	441	382	525	518
rbpms2a	1342	1203	1057	479	955	751
rbpms2b	1777	1516	1355	831	1533	1293
rbx1	2407	2110	1703	1258	2206	1596
rc3h1	1224	1271	978	739	710	967
rca2.1	2007	1895	1364	1580	3093	2185
rcan1a	1418	1194	980	598	1012	1304
rcan2	796	769	588	521	667	590
rcan3	1571	1351	1081	426	994	699
rcbtb1	609	442	451	212	358	283
rcc1	1179	951	761	919	1297	1022
rcc2	11765	10345	8086	6885	10602	9582
rchy1	813	776	544	323	643	455
rcl1	647	670	452	407	689	502
rcn2	320	283	226	236	391	351
rcn3	3349	2939	2104	3081	4373	3648
rcor1	2565	2284	1805	1451	2326	1829
rcor2	2219	2104	1551	1653	1059	1713
rcor3	238	264	209	189	163	215
rcv1	2049	1687	1191	186	678	273
rcvrna	417	305	196	97	282	138
rd3	359	295	255	115	298	219
rdh1	381	352	311	195	296	288
rdh10a	3924	3450	2693	1223	2117	1657
rdh10b	362	346	259	296	432	366
rdh12	462	385	330	160	370	244
rdh12l	89	94	70	47	76	43
rdh14a	469	369	271	153	266	218
rdh14b	694	583	488	312	516	380
rdh5	168	147	125	169	260	320
rdh8a	737	550	419	260	433	335
rdh8b	64	55	53	25	88	68
rec8b	2	3	4	1	1	3
recql	671	506	475	440	635	613
reep2	1377	1269	992	611	1191	952
reep3a	361	287	226	138	252	242
reep3b	2749	2517	1938	1141	2400	1539
reep5	3461	3189	2445	1755	4053	2631
reep6	85	51	32	19	28	13
rel	831	788	601	409	915	501
rela	400	423	357	180	196	219
rell1	761	677	568	345	759	488
rell2	271	213	168	136	155	56
reln	1957	1782	1547	1049	732	1161
relt	463	391	306	168	271	185
rem1	470	328	279	129	242	239
rem2	272	217	205	79	141	112
ren	14	21	6	23	25	29
renbp	560	542	396	516	546	813
reps1	923	911	598	403	302	422
rer1	1712	1496	1145	1017	2001	1255
rergla	76	57	45	73	95	97
rerglb	79	47	49	19	58	41
ret	1859	1852	1340	673	937	848
retsat	1126	985	791	647	1204.999	796
retsatl	6	13	4	4	3	10
rev1	1229	1057	902	458	742	597
rexo1	1092	953	807	670	891	964
rfc1	2078	1929	1450	1251	1954	1565
rfc2	897	838	618	811	1260	923
rfc3	1009	967	653	729	1103	857
rfc4	911	902	704	730	966	869
rfc5	1620	1565.982	1109.505	1051.859	1779.536	1281.472
rfesd	118	103	83	86	127	76
rffl	436	438	298	218	351	264
rfng	1100	905	722	740	1294	1190
rftn2	2138	1850	1486	774	1020	957
rfwd2	1255	1356	917	731	1184	934
rfx1a	1072	939	807	405	552	624
rfx2	1842	1867	1399	824	916	1042
rfx3	1185	1068	975	621	523	763
rfx4	1146	1306	952	522	606	612
rfxank	13	18	16	6	11	7
rgcc	3198	3401	2495	610	1208	1031
rgl1	2917	3229	2332	1235	1447	1491
rgl2	530	518	403	144	201	141
rgma	7868	6969	5713	4134	5646	5039
rgmb	5139	4832	3735	2592	3367	3221
rgmd	3953	3814	2954	2052	3188	2612
rgn	636	627	510	348	431	420
rgp1	664	486	453	376	626	474
rgra	258	239	189	98	161	122
rgrb	1042	912	813	761	872	952
rgs11	154	111	55	47	98	53
rgs12b	1532	1476	1226	602	945	754
rgs13	33	23	22	7	13	11
rgs14a	8	13	16	7	17	12
rgs16	116	114	81	17	83	40
rgs17	496	452	345	208	478	347
rgs18	47	32	26	15	28	28
rgs19	97	108	78	57	71	58
rgs2	95	107	98	478	566	280
rgs20	216	183	165	56	105	84
rgs3a	579	488	404	325	581	437
rgs4	3483	3717	2511	1591	2107	2844
rgs5a	962	735	526	225	536	348
rgs5b	126	115	69	37	120	56
rgs6	358	304	255	150	232	150
rgs7a	722	638	536	317	611	469
rgs7bpa	683	545	444	190	431	312
rgs7bpb	282	188	161	117	253	180
rgs8	428	305	218	140	304	220
rgs9a	17	10	6	3	8	2
rgs9b	317	241	225	117	201	198
rh50	11	6	3	9	6	12
rhag	7373	6396	5261	3193	6541	4589
rhbdd1	169	148	135	92	132	143
rhbdd3	120	97	101	58	113	161
rhbdf1a	2195	2097	1596	1013	1430	1298
rhbdl1	143	127	133	60	99	64
rhbdl2	499	475	352	350	511	444
rhbdl3	392	347	263	307	315	336
rhbg	7371	5728	4862	2296	5745	3752
rhcg2a	3	0	1	1	4.763	1
rhcga	3607	3236	2990	304	1608	442
rhcgb	203	159	122	9	57	6
rhcgl1	0	0	0	0	3.237	0
rhd	233	200	213	189	206	82
rheb	613	506	518	271	402	329
rhebl1	3568	3180	2430	1988	3732	2517
rho	4266	3359	2846	694	1326	1377
rhoaa	9928.016	8890.254	6552.756	5073.588	9107.115	6854.244
rhoab	6133	5310	4291	3496	6274	4482
rhoac	3789	3524	2867	2353	4090	3230
rhoad	1771	1756	1232	1080	1776	1457
rhoae	2222	2149	1609	1381	2155	2115
rhobtb2a	598	590	501	250	324	309
rhof	190	148	94	109	183	144
rhoga	5	5	6	3	15	3
rhogb	335	331	249	208	341	356
rhogc	1838	1535	1290	1383	2245	1718
rhogd	429	376	312	328	452	352
rhoj	124	101	95	38	84	68
rhol	39	28	30	5	14	9
rhoq	999.496	803.051	703.939	359.866	867.391	540.007
rhot1a	3618	3151	2436	1591	3200	2130
rhot1b	345	245	185	153	238	287
rhot2	817	730	689	463	850	708
rhoua	573	538	400	285	465	365
rhoub	945	947	764	389	669	523
rhov	619	630	436	301	584	467
rhpn2	1853	1807	1240	518	1140	734
ribc1	20	17	14	29	46	32
ribc2	87	92	60	56	107	105
ric8a	699	545	448	296	435	389
ric8b	1574	1292	1096	715	1420	1060
rif1	4291	4415	2990	3166	4630	3608
rilpl1	314	293	219	141	228	186
rilpl2	441	371	272	340	571	414
rimkla	12629	14312	9886	6771	7736	8803
rims3	118	110	84	34	54	40
rint1	584	547	431	368	586	481
riok1	1081	907	694	397	708	669
riok2	1298	1071	835	798	1271	1135
riok3	3972	3456	2637	1399	2918	1896
ripk1l	244	228	191	104	155	151
ripk2	343	277	251	201	323	274
ripk4	636	649	497	267	349	403
ripply1	132	96	97	83	137	108
ripply2	1	0	0	1	3	3
ripply3	13	11	9	10	15	9
rit1	260	207	152	70	198	137
rlbp1a	1116	887	731	168	474	254
rlbp1b	165	154	106	114	155	143
rln	1	1.005	0	5	2	2.023
rln1	10	13.995	20	7	6	7.977
rln3a	36	21	32	13	36	13
rltgr	930	904	620	407	494	495
rmdn1	705.98	591	466	490	979	735
rmdn3	603	546	422	308	581	410
rmi1	208	208	134	218	311	270
rmnd1	370	315	185	132	277	212
rmnd5b	1651	1519	1195	633	1243	986
rn7sk	224	111	71	15965	307	4724
rnaseh1	643	543	409	317	620	459
rnaseh2a	924	815	550	709	1104	862
rnaseh2b	891	777	613	479	789	664
rnaseh2c	794	695	524	586	898	771
rnaseka	861	783	626	587	810	781
rnasekb	2848	2254	1759	1264	2452	1812
rnasel2	0	2	1	1	0	0
rnasel3	784	808	549	477	1463	675
rnasel4	0	0	0	0	0	0
rnasen	1662	1420	1068	846	830	1071
rnaset2	769	704	626	331	631	793
rnd1	2456	2082	1619	564	1642	876
rnd1l	1748	1653	1230	915	1629	1125
rnd2	213	217	155	89	127	110
rnd3a	3646	3645	2885	1437	2544	2122
rnd3b	738	702	529	369	663	477
rnf10	18355	17033	13184	7553	10945	10480
rnf103	1322	1273	1037	363	773	513
rnf111	2199	2233	1870	915	770	1075
rnf113a	592	493	419	317	552	411
rnf114	367	312	256	116	252	190
rnf115	1346	1247	1148	693	1058	909
rnf11a	1328	1170	1019	309	651	455
rnf11b	644	625	566	363	607	439
rnf121	710	698	492	501	1038	359
rnf126	840	798	625	631	844	662
rnf128a	1339	1193	936	683	1231	975
rnf13	984	924	759	386	638	624
rnf130	1664	1581	1248	946	1613	1358
rnf139	804	723	687	477	528	587
rnf14	791	650	542	439	829	565
rnf141	613	585	418	266	554	366
rnf144aa	87	100	72	52	76	61
rnf144ab	993	879	695	452	820	661
rnf144b	632	500	433	333	530	403
rnf145b	3266	2684	2249	1807	2692	2283
rnf146	1579	1389	1218	821	1228	1079
rnf150	103	101	77	32	55	55
rnf150a	913	857	716	406	462	503
rnf152	162	143	137	74	114	103
rnf168	931	852	662	473	800	787
rnf170	1478	1235	1193	871	1207	1051
rnf175	1229	1082	856	501	1046	701
rnf180	265	183	206	166	296	184
rnf181	258	242	167	167	300	211
rnf182	166	162	133	37	82	42
rnf183	1354	1131	809	435	767	579
rnf185	820	726	646	470	762	601
rnf19b	368	347	281	133	105	141
rnf2	4789	4384	3384	2453	4309	3473
rnf20	3470	3064	2474	1598	2516	2138
rnf207b	358	294	242	59	216	128
rnf217	92	101	77	49	65	68
rnf220a	1533	1427	1191	714	1199	965
rnf24	821	808	665	217	392	306
rnf25	1650	1489	1193	516	901	708
rnf32	95	77	60	26	46	39
rnf34a	316	261	257	199	279	248
rnf34b	47	47	61	34	35	23
rnf40	1521	1317	1090	714	1167	967
rnf41	1891	1654	1407	907	1485	1270
rnf44	404	379	376	224	222	252
rnf7	2703	2372	1927	1235	2381	1508
